t,x,y,status,evt,evt-test
147,0,0,True,2,2
148,0,0,True,2,2
149,0,0,True,2,2
150,0,0,True,2,2
151,0,0,True,2,2
152,0,0,True,2,2
153,0,0,True,2,2
154,0,0,True,2,2
155,0,0,True,2,2
156,0,0,True,2,2
157,0,0,True,0,2
158,0,0,True,0,2
159,0,0,True,0,2
160,0,0,True,0,0
161,0,0,True,0,0
162,0,0,True,4,0
163,0,0,True,4,4
164,0,0,True,4,4
165,0,0,True,4,4
166,0,0,True,4,4
167,0,0,True,4,0
168,0,0,True,0,0
169,0,0,True,0,0
170,0,0,True,0,0
171,0,0,True,0,0
172,0,0,True,0,0
173,0,0,True,4,4
174,0,0,True,4,4
175,0,0,True,4,0
176,0,0,True,4,0
177,0,0,True,0,0
178,0,0,True,0,4
179,0,0,True,5,5
180,0,0,True,0,5
181,0,0,True,0,0
182,0,0,True,0,5
183,0,0,True,0,5
184,0,0,True,5,5
185,0,0,True,5,5
186,0,0,True,0,5
187,0,0,True,0,0
188,0,0,True,1,0
189,0,0,True,1,0
190,0,0,True,1,1
191,0,0,True,1,1
192,0,0,True,1,1
193,0,0,True,1,1
194,0,0,True,1,1
195,0,0,True,1,1
196,0,0,True,1,1
197,0,0,True,1,1
198,0,0,True,1,1
199,0,0,True,1,1
200,0,0,True,1,1
201,0,0,True,1,1
202,0,0,True,1,1
203,0,0,True,1,1
204,0,0,True,1,1
205,0,0,True,1,1
206,0,0,True,1,1
207,0,0,True,1,1
208,0,0,True,0,0
209,0,0,True,0,5
210,0,0,True,5,5
211,0,0,True,0,5
212,0,0,True,0,5
213,0,0,True,0,5
214,0,0,True,0,0
215,0,0,True,0,4
216,0,0,True,5,4
217,0,0,True,0,4
218,0,0,True,0,0
219,0,0,True,0,0
220,0,0,True,0,0
221,0,0,True,3,0
222,0,0,True,3,0
223,0,0,True,3,0
224,0,0,True,3,0
225,0,0,True,3,0
226,0,0,True,3,0
227,0,0,True,3,3
228,0,0,True,3,0
229,0,0,True,3,0
230,0,0,True,3,0
231,0,0,True,3,0
232,0,0,True,0,4
233,0,0,True,0,4
234,0,0,True,5,5
235,0,0,True,0,4
236,0,0,True,0,4
237,0,0,True,5,5
238,0,0,True,5,5
239,0,0,True,0,3
240,0,0,True,0,3
241,0,0,True,0,3
242,0,0,True,0,3
243,0,0,True,0,2
244,0,0,True,0,1
245,0,0,True,0,1
246,0,0,True,0,1
247,0,0,True,0,1
248,0,0,True,0,1
249,0,0,True,2,2
250,0,0,True,2,2
251,0,0,True,2,2
252,0,0,True,2,2
253,0,0,True,2,2
254,0,0,True,2,2
255,0,0,True,2,2
256,0,0,True,2,2
257,0,0,True,2,2
258,0,0,True,2,2
259,0,0,True,2,2
260,0,0,True,2,2
261,0,0,True,2,2
262,0,0,True,2,2
263,0,0,True,2,2
264,0,0,True,0,1
265,0,0,True,0,1
266,0,0,True,0,1
267,0,0,True,0,0
268,0,0,True,0,0
269,0,0,True,4,4
270,0,0,True,4,4
271,0,0,True,4,4
272,0,0,True,4,4
273,0,0,True,4,4
274,0,0,True,4,4
275,0,0,True,0,0
276,0,0,True,0,0
277,0,0,True,0,1
278,0,0,True,0,0
279,0,0,True,0,5
280,0,0,True,4,5
281,0,0,True,4,5
282,0,0,True,4,0
283,0,0,True,4,0
284,0,0,True,0,0
285,0,0,True,0,0
286,0,0,True,5,5
287,0,0,True,0,2
288,0,0,True,0,2
289,0,0,True,0,2
290,0,0,True,0,2
291,0,0,True,5,5
292,0,0,True,5,5
293,0,0,True,0,0
294,0,0,True,0,1
295,0,0,True,1,1
296,0,0,True,1,1
297,0,0,True,1,1
298,0,0,True,1,1
299,0,0,True,1,1
300,0,0,True,1,0
301,0,0,True,1,1
302,0,0,True,1,1
303,0,0,True,1,1
304,0,0,True,1,1
305,0,0,True,1,1
306,0,0,True,1,2
307,0,0,True,1,2
308,0,0,True,1,1
309,0,0,True,1,1
310,0,0,True,1,1
311,0,0,True,1,1
312,0,0,True,1,1
313,0,0,True,1,1
314,0,0,True,1,0
315,0,0,True,0,0
316,0,0,True,0,0
317,0,0,True,5,5
318,0,0,True,0,0
319,0,0,True,0,0
320,0,0,True,0,2
321,0,0,True,0,2
322,0,0,True,0,0
323,0,0,True,5,4
324,0,0,True,0,0
325,0,0,True,0,0
326,0,0,True,0,0
327,0,0,True,0,0
328,0,0,True,3,0
329,0,0,True,3,0
330,0,0,True,3,0
331,0,0,True,3,0
332,0,0,True,3,0
333,0,0,True,3,3
334,0,0,True,3,3
335,0,0,True,3,0
336,0,0,True,3,0
337,0,0,True,3,0
338,0,0,True,3,0
339,0,0,True,0,0
340,0,0,True,0,0
341,0,0,True,5,0
342,0,0,True,0,0
343,0,0,True,0,0
344,0,0,True,5,5
345,0,0,True,5,5
346,0,0,True,0,5
347,0,0,True,0,5
348,0,0,True,0,0
349,0,0,True,0,0
350,0,0,True,0,0
351,0,0,True,0,0
352,0,0,True,0,0
353,0,0,True,0,0
354,0,0,True,0,0
355,0,0,True,0,0
356,0,0,True,2,2
357,0,0,True,2,0
358,0,0,True,2,2
359,0,0,True,2,2
360,0,0,True,2,0
361,0,0,True,2,0
362,0,0,True,2,0
363,0,0,True,2,2
364,0,0,True,2,0
365,0,0,True,2,2
366,0,0,True,2,0
367,0,0,True,2,2
368,0,0,True,2,0
369,0,0,True,2,2
370,0,0,True,2,2
371,0,0,True,0,2
372,0,0,True,0,2
373,0,0,True,0,0
374,0,0,True,0,0
375,0,0,True,0,0
376,0,0,True,4,0
377,0,0,True,4,4
378,0,0,True,4,4
379,0,0,True,4,3
380,0,0,True,4,3
381,0,0,True,4,4
382,0,0,True,0,0
383,0,0,True,0,0
384,0,0,True,0,0
385,0,0,True,0,0
386,0,0,True,0,0
387,0,0,True,4,4
388,0,0,True,4,4
389,0,0,True,4,0
390,0,0,True,4,0
391,0,0,True,0,0
392,0,0,True,0,5
393,0,0,True,5,5
394,0,0,True,0,5
395,0,0,True,0,5
396,0,0,True,0,5
397,0,0,True,0,5
398,0,0,True,5,5
399,0,0,True,5,5
400,0,0,True,0,5
401,0,0,True,0,0
402,0,0,True,1,1
403,0,0,True,1,1
404,0,0,True,1,1
405,0,0,True,1,2
406,0,0,True,1,2
407,0,0,True,1,2
408,0,0,True,1,2
409,0,0,True,1,2
410,0,0,True,1,1
411,0,0,True,1,1
412,0,0,True,1,1
413,0,0,True,1,1
414,0,0,True,1,2
415,0,0,True,1,2
416,0,0,True,1,2
417,0,0,True,1,2
418,0,0,True,1,1
419,0,0,True,1,1
420,0,0,True,1,1
421,0,0,True,1,1
422,0,0,True,0,0
423,0,0,True,0,0
424,0,0,True,5,5
425,0,0,True,0,0
426,0,0,True,0,0
427,0,0,True,0,0
428,0,0,True,0,0
429,0,0,True,0,4
430,0,0,True,5,4
431,0,0,True,0,4
432,0,0,True,0,4
433,0,0,True,1,1
434,0,0,True,1,1
435,0,0,True,4,2
436,0,0,True,4,2
437,0,0,True,4,2
438,0,0,True,1,1
439,0,0,True,1,1
440,0,0,True,1,4
441,0,0,True,1,4
442,0,0,True,4,4
443,0,0,True,4,4
444,0,0,True,4,4
445,0,0,True,4,4
446,0,0,True,1,4
447,0,0,True,1,4
448,0,0,True,1,4
449,0,0,True,2,4
450,0,0,True,2,4
451,0,0,True,4,4
452,0,0,True,4,4
453,0,0,True,4,4
454,0,0,True,4,4
455,0,0,True,1,1
456,0,0,True,1,1
457,0,0,True,1,1
458,0,0,True,1,2
459,0,0,True,1,2
460,0,0,True,1,2
461,0,0,True,1,4
462,0,0,True,1,4
463,0,0,True,1,4
464,0,0,True,1,1
465,0,0,True,1,1
466,0,0,True,1,1
467,0,0,True,4,4
468,0,0,True,4,4
469,0,0,True,4,4
470,0,0,True,4,4
471,0,0,True,1,2
472,0,0,True,1,2
473,0,0,True,1,1
474,0,0,True,1,1
475,0,0,True,2,1
476,0,0,True,2,1
477,0,0,True,1,1
478,0,0,True,1,1
479,0,0,True,2,1
480,0,0,True,2,1
481,0,0,True,1,1
482,0,0,True,1,1
483,0,0,True,1,2
484,0,0,True,1,2
485,0,0,True,0,0
486,0,0,True,1,2
487,0,0,True,1,2
488,0,0,True,1,1
489,0,0,True,1,1
490,0,0,True,2,1
491,0,0,True,2,1
492,0,0,True,1,1
493,0,0,True,1,1
494,0,0,True,2,1
495,0,0,True,2,1
496,0,0,True,1,1
497,0,0,True,1,1
498,0,0,True,1,1
499,0,0,True,1,1
500,0,0,True,2,1
501,0,0,True,2,1
502,0,0,True,0,0
503,0,0,True,2,1
504,0,0,True,2,1
505,0,0,True,1,1
506,0,0,True,1,1
507,0,0,True,1,2
508,0,0,True,1,2
509,0,0,True,1,1
510,0,0,True,1,1
511,0,0,True,1,2
512,0,0,True,1,2
513,0,0,True,1,1
514,0,0,True,1,1
515,0,0,True,2,1
516,0,0,True,2,1
517,0,0,True,0,0
518,0,0,True,2,1
519,0,0,True,2,1
520,0,0,True,1,1
521,0,0,True,1,1
522,0,0,True,1,2
523,0,0,True,1,2
524,0,0,True,1,1
525,0,0,True,1,1
526,0,0,True,1,2
527,0,0,True,1,2
528,0,0,True,1,1
529,0,0,True,1,1
530,0,0,True,1,1
531,0,0,True,1,1
532,0,0,True,1,2
533,0,0,True,1,2
534,0,0,True,0,0
535,0,0,True,1,1
536,0,0,True,1,1
537,0,0,True,1,1
538,0,0,True,1,1
539,0,0,True,1,1
540,0,0,True,1,1
541,0,0,True,2,1
542,0,0,True,2,1
543,0,0,True,4,1
544,0,0,True,4,2
545,0,0,True,4,2
546,0,0,True,4,1
547,0,0,True,4,1
548,0,0,True,4,1
549,0,0,True,2,1
550,0,0,True,2,1
551,0,0,True,4,2
552,0,0,True,4,2
553,0,0,True,4,1
554,0,0,True,4,1
555,0,0,True,4,1
556,0,0,True,2,1
557,0,0,True,2,1
558,0,0,True,2,4
559,0,0,True,2,4
560,0,0,True,4,4
561,0,0,True,4,4
562,0,0,True,4,4
563,0,0,True,4,4
564,0,0,True,4,2
565,0,0,True,4,2
566,0,0,True,4,4
567,0,0,True,4,4
568,0,0,True,4,4
569,0,0,True,4,4
570,0,0,True,1,4
571,0,0,True,1,4
572,0,0,True,1,1
573,0,0,True,1,1
574,0,0,True,2,1
575,0,0,True,2,1
576,0,0,True,1,1
577,0,0,True,1,1
578,0,0,True,1,1
579,0,0,True,1,2
580,0,0,True,1,2
581,0,0,True,0,0
582,0,0,True,1,1
583,0,0,True,1,1
584,0,0,True,1,1
585,0,0,True,1,1
586,0,0,True,1,1
587,0,0,True,1,1
588,0,0,True,2,1
589,0,0,True,2,1
590,0,0,True,1,1
591,0,0,True,1,2
592,0,0,True,1,2
593,0,0,True,1,1
594,0,0,True,1,1
595,0,0,True,1,1
596,0,0,True,2,1
597,0,0,True,2,1
598,0,0,True,1,1
599,0,0,True,1,1
600,0,0,True,1,1
601,0,0,True,1,1
602,0,0,True,1,1
603,0,0,True,1,1
604,0,0,True,1,1
605,0,0,True,1,1
606,0,0,True,1,1
607,0,0,True,1,1
608,0,0,True,1,1
609,0,0,True,1,1
610,0,0,True,1,1
611,0,0,True,1,1
612,0,0,True,1,1
613,0,0,True,1,1
614,0,0,True,1,1
615,0,0,True,1,1
616,0,0,True,1,1
617,0,0,True,1,1
618,0,0,True,1,1
619,0,0,True,1,1
620,0,0,True,1,1
621,0,0,True,1,1
622,0,0,True,1,1
623,0,0,True,0,1
624,0,0,True,0,1
625,0,0,True,0,1
626,0,0,True,0,5
627,0,0,True,0,5
628,0,0,True,5,5
629,0,0,True,5,5
630,0,0,True,5,5
631,0,0,True,5,5
632,0,0,True,5,5
633,0,0,True,5,5
634,0,0,True,5,5
635,0,0,True,5,5
636,0,0,True,5,5
637,0,0,True,5,5
638,0,0,True,5,5
639,0,0,True,5,5
640,0,0,True,5,5
641,0,0,True,5,5
642,0,0,True,5,5
643,0,0,True,2,5
644,0,0,True,2,5
645,0,0,True,2,5
646,0,0,True,2,5
647,0,0,True,2,5
648,0,0,True,2,5
649,0,0,True,2,5
650,0,0,True,2,4
651,0,0,True,2,4
652,0,0,True,2,4
653,0,0,True,4,4
654,0,0,True,4,4
655,0,0,True,4,4
656,0,0,True,4,4
657,0,0,True,4,4
658,0,0,True,4,4
659,0,0,True,4,4
660,0,0,True,4,4
661,0,0,True,4,4
662,0,0,True,4,4
663,0,0,True,4,4
664,0,0,True,4,4
665,0,0,True,4,4
666,0,0,True,4,4
667,0,0,True,4,4
668,0,0,True,4,4
669,0,0,True,4,4
670,0,0,True,4,4
671,0,0,True,4,4
672,0,0,True,4,4
673,0,0,True,4,4
674,0,0,True,4,4
675,0,0,True,4,4
676,0,0,True,4,4
677,0,0,True,4,4
678,0,0,True,2,4
679,0,0,True,2,4
680,0,0,True,2,2
681,0,0,True,2,2
682,0,0,True,2,2
683,0,0,True,2,2
684,0,0,True,2,2
685,0,0,True,2,4
686,0,0,True,2,4
687,0,0,True,2,4
688,0,0,True,2,4
689,0,0,True,2,4
690,0,0,True,2,4
691,0,0,True,2,4
692,0,0,True,2,4
693,0,0,True,2,4
694,0,0,True,2,4
695,0,0,True,2,4
696,0,0,True,2,4
697,0,0,True,2,4
698,0,0,True,2,4
699,0,0,True,2,4
700,0,0,True,2,4
701,0,0,True,2,4
702,0,0,True,2,4
703,0,0,True,2,4
704,0,0,True,2,4
705,0,0,True,2,4
706,0,0,True,2,4
707,0,0,True,2,4
708,0,0,True,0,4
709,0,0,True,0,4
710,0,0,True,0,4
711,0,0,True,0,4
712,0,0,True,0,4
713,0,0,True,1,1
714,0,0,True,1,1
715,0,0,True,1,1
716,0,0,True,1,1
717,0,0,True,1,1
718,0,0,True,1,1
719,0,0,True,1,1
720,0,0,True,1,1
721,0,0,True,1,1
722,0,0,True,1,1
723,0,0,True,1,1
724,0,0,True,1,1
725,0,0,True,1,1
726,0,0,True,1,1
727,0,0,True,1,1
728,0,0,True,1,2
729,0,0,True,1,2
730,0,0,True,1,2
731,0,0,True,1,2
732,0,0,True,1,2
733,0,0,True,1,1
734,0,0,True,1,1
735,0,0,True,1,1
736,0,0,True,1,1
737,0,0,True,1,1
738,0,0,True,1,1
739,0,0,True,1,1
740,0,0,True,1,1
741,0,0,True,1,1
742,0,0,True,1,1
743,0,0,True,1,1
744,0,0,True,1,1
745,0,0,True,1,1
746,0,0,True,1,1
747,0,0,True,1,1
748,0,0,True,1,1
749,0,0,True,1,1
750,0,0,True,1,1
751,0,0,True,1,1
752,0,0,True,1,1
753,0,0,True,1,1
754,0,0,True,1,1
755,0,0,True,1,1
756,0,0,True,1,1
757,0,0,True,1,1
758,0,0,True,2,1
759,0,0,True,2,1
760,0,0,True,2,1
761,0,0,True,2,1
762,0,0,True,2,1
763,0,0,True,1,1
764,0,0,True,1,1
765,0,0,True,1,1
766,0,0,True,1,1
767,0,0,True,1,1
768,0,0,True,1,1
769,0,0,True,1,1
770,0,0,True,1,4
771,0,0,True,2,4
772,0,0,True,2,4
773,0,0,True,4,4
774,0,0,True,4,1
775,0,0,True,4,1
776,0,0,True,4,1
777,0,0,True,4,1
778,0,0,True,4,1
779,0,0,True,4,1
780,0,0,True,4,1
781,0,0,True,4,1
782,0,0,True,4,1
783,0,0,True,4,1
784,0,0,True,4,1
785,0,0,True,4,1
786,0,0,True,4,1
787,0,0,True,4,1
788,0,0,True,2,1
789,0,0,True,2,4
790,0,0,True,2,4
791,0,0,True,1,1
792,0,0,True,1,1
793,0,0,True,1,1
794,0,0,True,1,1
795,0,0,True,1,1
796,0,0,True,1,1
797,0,0,True,1,1
798,0,0,True,1,1
799,0,0,True,1,1
800,0,0,True,1,2
801,0,0,True,1,2
802,0,0,True,1,2
803,0,0,True,1,2
804,0,0,True,1,4
805,0,0,True,1,4
806,0,0,True,1,2
807,0,0,True,4,2
808,0,0,True,4,5
809,0,0,True,4,5
810,0,0,True,4,1
811,0,0,True,4,4
812,0,0,True,4,4
813,0,0,True,4,4
814,0,0,True,4,4
815,0,0,True,4,4
816,0,0,True,4,4
817,0,0,True,4,4
818,0,0,True,1,5
819,0,0,True,1,5
820,0,0,True,1,5
821,0,0,True,1,1
822,0,0,True,1,1
823,0,0,True,2,1
824,0,0,True,2,1
825,0,0,True,1,1
826,0,0,True,1,1
827,0,0,True,1,1
828,0,0,True,1,1
829,0,0,True,1,1
830,0,0,True,1,1
831,0,0,True,1,1
832,0,0,True,1,1
833,0,0,True,1,1
834,0,0,True,1,2
835,0,0,True,1,2
836,0,0,True,1,2
837,0,0,True,1,2
838,0,0,True,1,3
839,0,0,True,1,3
840,0,0,True,1,1
841,0,0,True,1,1
842,0,0,True,0,0
843,0,0,True,1,1
844,0,0,True,1,1
845,0,0,True,1,1
846,0,0,True,1,100
847,0,0,True,1,100
848,0,0,True,1,100
849,0,0,True,1,100
850,0,0,True,1,100
851,0,0,True,1,100
852,0,0,True,1,1
853,0,0,True,1,1
854,0,0,True,1,1
855,0,0,True,1,1
856,0,0,True,1,1
857,0,0,True,1,1
858,0,0,True,1,1
859,0,0,True,1,1
860,0,0,True,1,1
861,0,0,True,1,2
862,0,0,True,2,2
863,0,0,True,2,2
864,0,0,True,2,2
865,0,0,True,2,2
866,0,0,True,3,1
867,0,0,True,3,1
868,0,0,True,0,0
869,0,0,True,1,1
870,0,0,True,1,1
871,0,0,True,1,1
872,0,0,True,1,1
873,0,0,True,1,2
874,0,0,True,1,2
875,0,0,True,1,1
876,0,0,True,1,1
877,0,0,True,1,1
878,0,0,True,1,1
879,0,0,True,1,2
880,0,0,True,4,2
881,0,0,True,4,4
882,0,0,True,4,4
883,0,0,True,4,4
884,0,0,True,4,4
885,0,0,True,2,4
886,0,0,True,2,4
887,0,0,True,4,4
888,0,0,True,4,4
889,0,0,True,4,2
890,0,0,True,4,2
891,0,0,True,4,4
892,0,0,True,4,4
893,0,0,True,4,1
894,0,0,True,4,1
895,0,0,True,1,1
896,0,0,True,1,1
897,0,0,True,1,4
898,0,0,True,1,4
899,0,0,True,1,4
900,0,0,True,1,4
901,0,0,True,1,4
902,0,0,True,1,4
903,0,0,True,1,4
904,0,0,True,1,4
905,0,0,True,2,4
906,0,0,True,2,4
907,0,0,True,1,1
908,0,0,True,1,1
909,0,0,True,1,1
910,0,0,True,1,1
911,0,0,True,1,1
912,0,0,True,1,1
913,0,0,True,2,1
914,0,0,True,2,2
915,0,0,True,2,2
916,0,0,True,2,2
917,0,0,True,1,2
918,0,0,True,1,3
919,0,0,True,1,3
920,0,0,True,1,1
921,0,0,True,1,1
922,0,0,True,1,1
923,0,0,True,1,1
924,0,0,True,1,1
925,0,0,True,1,1
926,0,0,True,1,1
927,0,0,True,1,1
928,0,0,True,1,2
929,0,0,True,1,2
930,0,0,True,1,2
931,0,0,True,1,1
932,0,0,True,1,1
933,0,0,True,1,1
934,0,0,True,1,1
935,0,0,True,1,1
936,0,0,True,1,2
937,0,0,True,1,2
938,0,0,True,1,3
939,0,0,True,1,1
940,0,0,True,1,1
941,0,0,True,1,1
942,0,0,True,2,2
943,0,0,True,2,2
944,0,0,True,1,1
945,0,0,True,1,1
946,0,0,True,1,1
947,0,0,True,1,1
948,0,0,True,1,1
949,0,0,True,2,1
950,0,0,True,1,1
951,0,0,True,1,1
952,0,0,True,1,1
953,0,0,True,1,1
954,0,0,True,1,2
955,0,0,True,1,2
956,0,0,True,2,2
957,0,0,True,2,0
958,0,0,True,2,0
959,0,0,True,2,2
960,0,0,True,2,2
961,0,0,True,2,2
962,0,0,True,2,2
963,0,0,True,2,2
964,0,0,True,2,2
965,0,0,True,2,0
966,0,0,True,2,0
967,0,0,True,0,0
968,0,0,True,0,0
969,0,0,True,0,2
970,0,0,True,0,2
971,0,0,True,0,2
972,0,0,True,0,2
973,0,0,True,0,2
974,0,0,True,2,2
975,0,0,True,2,2
976,0,0,True,2,2
977,0,0,True,2,2
978,0,0,True,2,2
979,0,0,True,2,0
980,0,0,True,2,0
981,0,0,True,2,0
982,0,0,True,2,0
983,0,0,True,2,0
984,0,0,True,0,0
985,0,0,True,0,0
986,0,0,True,2,0
987,0,0,True,2,0
988,0,0,True,2,0
989,0,0,True,2,0
990,0,0,True,2,0
991,0,0,True,0,0
992,0,0,True,0,0
993,0,0,True,0,2
994,0,0,True,0,2
995,0,0,True,0,2
996,0,0,True,0,2
997,0,0,True,0,2
998,0,0,True,0,0
999,0,0,True,0,0
1000,0,0,True,2,2
1001,0,0,True,2,2
1002,0,0,True,2,2
1003,0,0,True,2,2
1004,0,0,True,0,2
1005,0,0,True,0,2
1006,0,0,True,2,2
1007,0,0,True,2,2
1008,0,0,True,2,2
1009,0,0,True,2,2
1010,0,0,True,0,0
1011,0,0,True,0,0
1012,0,0,True,2,2
1013,0,0,True,2,2
1014,0,0,True,2,2
1015,0,0,True,2,2
1016,0,0,True,2,0
1017,0,0,True,2,0
1018,0,0,True,2,2
1019,0,0,True,2,2
1020,0,0,True,2,2
1021,0,0,True,2,2
1022,0,0,True,4,1
1023,0,0,True,4,1
1024,0,0,True,1,1
1025,0,0,True,1,4
1026,0,0,True,1,4
1027,0,0,True,1,4
1028,0,0,True,1,4
1029,0,0,True,1,4
1030,0,0,True,1,4
1031,0,0,True,1,4
1032,0,0,True,1,4
1033,0,0,True,1,4
1034,0,0,True,4,1
1035,0,0,True,4,1
1036,0,0,True,4,1
1037,0,0,True,4,1
1038,0,0,True,4,1
1039,0,0,True,4,1
1040,0,0,True,4,1
